9:00,Unstructured Time - Have a chat with someone, check your email, or just relax.
13:50,Bryan Helmig - Your API Consumers Aren't Who You Think They Are
14:10,Eric Holmes - STEM rising: strategies for teaching technical writing at the collegiate level
14:30,Open Spaces - Get together and talk with people about a specific topic you care about. Signups will be on a white board.
