9:00,"Unstructured Time - Have a chat with someone, check your email, or just relax"
13:50,Steve Stegelin - Bringing UA into the UX (and Vice Versa)
14:10,Juliana Arrrighi - Cultivating Biological Documentation
14:30,Open Spaces - Get together and talk with people about a specific topic you care about
